Date,Price
7/11/2021,4796
6/11/2021,4796
5/11/2021,4763
4/11/2021,4758
3/11/2021,4697
2/11/2021,4767
1/11/2021,4787
31/12/2021,4811
30/12/2021,4774
29/12/2021,4774
28/12/2021,4812
27/12/2021,4815
26/12/2021,4811
25/12/2021,4811
24/12/2021,4820
23/12/2021,4811
22/12/2021,4806
21/12/2021,4824
20/12/2021,4831
19/12/2021,4859
18/12/2021,4859
17/12/2021,4864
16/12/2021,4852
15/12/2021,4809
14/12/2021,4808
13/12/2021,4827
12/12/2021,4819
11/12/2021,4819
10/12/2021,4807
9/12/2021,4790
8/12/2021,4801
7/12/2021,4796
6/12/2021,4788
5/12/2021,4793
4/12/2021,4703
3/12/2021,4703
2/12/2021,4758
1/12/2021,4760
