Date,Price
5/10/2019,3832
4/10/2019,3807
3/10/2019,3800
2/10/2019,3733
1/10/2019,3730
30/11/2019,3803
29/11/2019,3804
28/11/2019,3768
27/11/2019,3758
26/11/2019,3770
25/11/2019,3773
24/11/2019,3790
23/11/2019,3790
22/11/2019,3792
21/11/2019,3799
20/11/2019,3802
19/11/2019,3822
18/11/2019,3821
17/11/2019,3797
16/11/2019,3797
15/11/2019,3798
14/11/2019,3824
13/11/2019,3809
12/11/2019,3772
11/11/2019,3768
10/11/2019,3769
9/11/2019,3769
8/11/2019,3768
7/11/2019,3756
6/11/2019,3821
5/11/2019,3793
4/11/2019,3844
3/11/2019,3832
2/11/2019,3832
1/11/2019,3831
31/12/2019,3911
30/12/2019,3900
29/12/2019,3909
28/12/2019,3909
27/12/2019,3907
26/12/2019,3887
25/12/2019,3865
24/12/2019,3861
23/12/2019,3821
22/12/2019,3798
21/12/2019,3798
20/12/2019,3803
19/12/2019,3807
18/12/2019,3791
17/12/2019,3793
16/12/2019,3786
15/12/2019,3781
14/12/2019,3781
13/12/2019,3774
12/12/2019,3755
11/12/2019,3770
10/12/2019,3758
9/12/2019,3760
8/12/2019,3769
7/12/2019,3769
6/12/2019,3772
5/12/2019,3824
4/12/2019,3816
3/12/2019,3840
2/12/2019,3795
1/12/2019,3803
